,streetname_nl,house_number,municipality_name_nl,postcode
3362088,Eikenblok,9,Essen,2910
3363182,Beylestraat,12,Essen,2910
3363463,Over d'Aa,183,Essen,2910
3363535,Nollekensstraat,28,Essen,2910
3363663,Jachthoornlaan,34,Essen,2910
3364134,Veldweg,36,Essen,2910
3364260,Vijverlaan,25,Essen,2910
3364791,Beliestraat,63,Essen,2910
3365657,Kammenstraat,60,Essen,2910
3366864,Noordeneind,9B,Essen,2910
3367413,Moerkantsebaan,11,Essen,2910
3367457,Albert Yssackersstraat,2,Essen,2910
3368648,Hemelrijklaan,56,Essen,2910
3368687,Hemelrijkweg,26,Essen,2910
3368950,Antwerpsesteenweg,9,Essen,2910
3369394,Platanenlaan,18,Essen,2910
3369546,Leemstraat,65,Essen,2910
3369572,Magerbeek,1,Essen,2910
3369741,Hortensialaan,21,Essen,2910
3370010,Stationsstraat,108,Essen,2910
3370171,Beukendreef,29,Essen,2910
3370436,Achterstraat,8,Essen,2910
3370449,Etting,33,Essen,2910
3370723,Heikantstraat,26,Essen,2910
3370788,Steenovenstraat,71,Essen,2910
3370967,Nolsebaan,132,Essen,2910
3372161,Sint-Jansstraat,104,Essen,2910
3372211,Heikantstraat,2,Essen,2910
3372264,Elf-Novemberstraat,36,Essen,2910
3372526,Kerkstraat,9,Essen,2910
3372863,Kalmthoutsesteenweg,22,Essen,2910
3373219,Epicealaan,32,Essen,2910
3373642,Kerkstraat,59,Essen,2910
3374047,Kleine Horendonk,55,Essen,2910
3374182,Nolsebaan,6,Essen,2910
3374232,Vaartkant,3,Essen,2910
3374460,Burgem. Dierckxsensstraat,12,Essen,2910
3374936,Voorspoedstraat,21,Essen,2910
3375190,Huybergsebaan,171,Essen,2910
3375938,Heikantstraat,36,Essen,2910
3376406,Vaartstraat,47,Essen,2910
3376864,Koekoekstraat,17,Essen,2910
3377150,Guido Gezellelaan,12,Essen,2910
3377195,Dreef,31,Essen,2910
3377323,Steenovenstraat,45,Essen,2910
3377403,Mertensdreef,3,Essen,2910
3377980,Steenpaal,106,Essen,2910
3378082,Lazaret,17,Essen,2910
3378098,Steenovenstraat,81,Essen,2910
3378501,Zwartven,15,Essen,2910
3378686,Elf-Novemberstraat,26,Essen,2910
3378854,Nieuwstraat,31,Essen,2910
3378894,Moerkantsebaan,198,Essen,2910
3378995,Noordeneind,23,Essen,2910
3379053,Klaprooslaan,17,Essen,2910
3379138,Over d'Aa,173,Essen,2910
3380182,Kalmthoutsesteenweg,32,Essen,2910
3380338,Begonialaan,17,Essen,2910
3381333,Cardijnstraat,29,Essen,2910
3382400,Rijkmakerlaan,9,Essen,2910
3382410,Hemelrijkweg,36,Essen,2910
3382507,Wolfsven,5,Essen,2910
3382550,Sint-Jansstraat,58,Essen,2910
3382778,Moerkantsebaan,21,Essen,2910
3383447,Kalmthoutsesteenweg,274,Essen,2910
3383778,Hemelrijklaan,46,Essen,2910
3384028,dr. Jef Goossenaertsstraat,5,Essen,2910
3384053,Stationsstraat,98,Essen,2910
3384082,Kuiperstraat,20,Essen,2910
3384592,Elf-Novemberstraat,2,Essen,2910
3384857,Deken Verstraelenstraat,13,Essen,2910
3385636,Schelpheuvelstraat,28,Essen,2910
3386107,Sint-Jansstraat,94,Essen,2910
3386178,Schaapsbaan,96,Essen,2910
3386437,Vijverlaan,33,Essen,2910
3386660,Baertshoek,22,Essen,2910
3386821,Kapelstraat,22,Essen,2910
3387458,Beukendreef,19,Essen,2910
3388121,Sint-Jansstraat,76,Essen,2910
3389095,Beliestraat,53,Essen,2910
3389223,Beliestraat,71,Essen,2910
3390017,Vijverlaan,15,Essen,2910
3390251,Dennenlaan,6,Essen,2910
3390260,Kleine Horendonk,19,Essen,2910
3390890,Moerkantsebaan,56,Essen,2910
3391139,Over d'Aa,191,Essen,2910
3392703,Douglaslaan,25,Essen,2910
3392987,Over d'Aa,210,Essen,2910
3393187,Groenlaan,7,Essen,2910
3393433,Hellebloklaan,26,Essen,2910
3393618,Hazenpad,3,Essen,2910
3393655,Kammenstraat,39,Essen,2910
3393854,Collegelaan,30,Essen,2910
3394978,Sint-Antoniusstraat,29,Essen,2910
3395358,Etting,25,Essen,2910
3395595,Sint-Jansstraat,219,Essen,2910
3395919,Deckerslaan,30,Essen,2910
3396060,Begonialaan,35,Essen,2910
3396085,Kraaienberg,115,Essen,2910
3397330,Nolsebaan,68,Essen,2910
3397506,Guido Gezellelaan,30,Essen,2910
3399255,Zandfort,14,Essen,2910
3399555,Den Berg,14,Essen,2910
3400674,Sint-Antoniusstraat,5,Essen,2910
3401029,Silvesterlaan,8,Essen,2910
3401225,Eikendreef,22,Essen,2910
3401260,Leemstraat,108,Essen,2910
3403541,Bergsebaan,26,Essen,2910
3404294,Smoutebos,7,Essen,2910
3404339,Oude Baan,220,Essen,2910
3404589,Heikantstraat,107,Essen,2910
3404622,Deken Verbiststraat,11,Essen,2910
3404641,Steenovenstraat,10,Essen,2910
3404696,Velodreef,62,Essen,2910
3405340,Sint-Jansstraat,6,Essen,2910
3405533,Meeuwenven,12,Essen,2910
3405573,Maststraat,59,Essen,2910
3405607,Boterpotlaan,58,Essen,2910
3406093,Hofstraat,37,Essen,2910
3406380,Spijker,53,Essen,2910
3406527,Hellebloklaan,9,Essen,2910
3406776,Stationsstraat,134,Essen,2910
3406791,Den Uil,25,Essen,2910
3407165,Molenstraat,11,Essen,2910
3407851,Bremlaan,25,Essen,2910
3407894,Patrijzenlaan,36,Essen,2910
3408167,Vossenboslaan,48,Essen,2910
3408493,Heuvelplein,29,Essen,2910
3408530,Hey-endlaan,30,Essen,2910
3408874,Handelsstraat,16,Essen,2910
3408903,Den Uil,1,Essen,2910
3409492,Kloosterstraat,45,Essen,2910
3409818,Nollekensstraat,66,Essen,2910
3410159,Grensstraat,24,Essen,2910
3410160,Heikantstraat,125,Essen,2910
3410595,Steenovenstraat,35,Essen,2910
3410849,Vossenboslaan,54,Essen,2910
3411141,Stationsstraat,27,Essen,2910
3411374,Hofstraat,19,Essen,2910
3411489,Bergsebaan,2,Essen,2910
3412094,Antwerpsesteenweg,52,Essen,2910
3412303,Spijker,47,Essen,2910
3412527,Heikantstraat,89,Essen,2910
3412616,Heuvelplein,5,Essen,2910
3413112,Kalmthoutsesteenweg,221,Essen,2910
3413428,Kammenstraat,103,Essen,2910
3414370,Moerkantsebaan,109,Essen,2910
3414515,Kloosterstraat,81,Essen,2910
3414713,Heiblok,63,Essen,2910
3415539,Kerkstraat,52,Essen,2910
3417658,Paviljoenweg,48,Essen,2910
3417683,Patrijzenlaan,46,Essen,2910
3418790,Sint-Jansstraat,140,Essen,2910
3418953,Platanenlaan,26,Essen,2910
3420019,Hemelrijkweg,18,Essen,2910
3420349,Kerkhofweg,16,Essen,2910
3420668,Horendonk,325,Essen,2910
3420814,Achterstehoevestraat,6A,Essen,2910
3420952,Kalmthoutsesteenweg,256,Essen,2910
3421055,Achterstraat,71,Essen,2910
3421199,Leemstraat,55,Essen,2910
3421378,Lijsterdreef,27,Essen,2910
3423862,Heiblok,47,Essen,2910
3424714,Steenovenstraat,46,Essen,2910
3424873,Bloemenlaan,6,Essen,2910
3425456,Kalmthoutsesteenweg,128,Essen,2910
3426259,dr. Jef Goossenaertsstraat,17,Essen,2910
3426294,Kloosterstraat,55,Essen,2910
3426544,Nieuwstraat,6,Essen,2910
3426786,Platanenlaan,1,Essen,2910
3427102,Spoorwegstraat,22,Essen,2910
3427135,Paviljoenweg,9,Essen,2910
3427229,Kapelstraat,52,Essen,2910
3427396,Schanker,7,Essen,2910
3427401,Zonnedauwlaan,50,Essen,2910
3428511,Oude Baan,138,Essen,2910
3429104,Middenstraat,17,Essen,2910
3429520,Boterpotlaan,68,Essen,2910
3429611,Veldweg,38,Essen,2910
3429796,Nollekensstraat,26,Essen,2910
3429861,Beliestraat,65,Essen,2910
3430158,Molenakkersstraat,27,Essen,2910
3431482,Nieuwe Heikant,4,Essen,2910
3432628,Velodreef,83,Essen,2910
3432945,Leemstraat,54,Essen,2910
3433033,Hemelrijkweg,28,Essen,2910
3433740,Kleine Veldweg,8,Essen,2910
3433770,Over d'Aa,88,Essen,2910
3434053,Heikantstraat,19,Essen,2910
3434560,Velodreef,180,Essen,2910
3435242,Middenstraat,35,Essen,2910
3435328,Hemelrijklaan,10,Essen,2910
3435932,Koekoekstraat,38,Essen,2910
3436065,Spijker,83,Essen,2910
3436145,Schuurblok,22,Essen,2910
3436272,Stationsstraat,106,Essen,2910
3436401,Maststraat,32,Essen,2910
3437322,Kammenstraat,25,Essen,2910
3437698,Sint-Antoniusstraat,35,Essen,2910
3438005,Spijker,30,Essen,2910
3438092,Kerkhofweg,2,Essen,2910
3438122,Lijsterdreef,19,Essen,2910
3438262,Vossenboslaan,47,Essen,2910
3439257,Over d'Aa,250,Essen,2910
3439604,Stationsstraat,187,Essen,2910
3440233,Kammenstraat,78,Essen,2910
3440520,Burgemeester Kenisstraat,2,Essen,2910
3440784,Wasbrug,16,Essen,2910
3441202,Vossenboslaan,19,Essen,2910
3441295,Heikantstraat,8,Essen,2910
3441616,Sint-Jansstraat,183,Essen,2910
3441690,Oude Baan,166,Essen,2910
3441872,Horendonk,367,Essen,2910
3442119,Rinkvenstraat,36,Essen,2910
3442261,Kraaienberg,29,Essen,2910
3442393,Spechtendreef,9,Essen,2910
3442837,Heikantlaan,40,Essen,2910
3444080,Hofstraat,63,Essen,2910
3444372,Sint-Jansstraat,212,Essen,2910
3444946,Steenpaal,29,Essen,2910
3444977,Heidelaan,9,Essen,2910
3445156,Handelsstraat,22,Essen,2910
3445451,Varenlaan,19,Essen,2910
3445540,Hendrik Consciencelaan,33,Essen,2910
3445762,Hemelrijk,13,Essen,2910
3445771,Populierenlaan,2,Essen,2910
3446028,Leemstraat,36,Essen,2910
3446053,Burgemeester Kenisstraat,5,Essen,2910
3446758,Steenovenstraat,99,Essen,2910
3447291,Stationsstraat,206,Essen,2910
3447893,Burgem. Dierckxsensstraat,18,Essen,2910
3449933,Rooiendamlaan,17,Essen,2910
3450883,Beliestraat,108,Essen,2910
3451588,Moerkantsebaan,258,Essen,2910
3451913,Veldweg,56,Essen,2910
3452472,Boterpotlaan,15,Essen,2910
3452527,Kapelstraat,80,Essen,2910
3452596,Vossenboslaan,37,Essen,2910
3452612,Stationsstraat,73,Essen,2910
3453367,Maststraat,14,Essen,2910
3453463,Vaartkant,12,Essen,2910
3453839,Over d'Aa,239,Essen,2910
3454159,Greefstraat,3,Essen,2910
3454697,Hofstraat,45,Essen,2910
3455561,Heiblok,37,Essen,2910
3455893,Kloosterstraat,1,Essen,2910
3456405,Kammenstraat,96,Essen,2910
3457261,Achterstraat,29,Essen,2910
3457357,Steenovenstraat,21,Essen,2910
3457760,Essendonk,23,Essen,2910
3458778,Begonialaan,9,Essen,2910
3458927,Magerbeek,7,Essen,2910
3459226,Stationsstraat,8,Essen,2910
3459259,Kuiperstraat,18,Essen,2910
3459467,Donkweg,103,Essen,2910
3459537,Heuvelplein,6,Essen,2910
3459956,Over d'Aa,104,Essen,2910
3460159,Kortestraat,8,Essen,2910
3460958,Schanker,62,Essen,2910
3461801,Vogelkerslaan,38,Essen,2910
3461990,Baertshoek,29,Essen,2910
3462308,Bergsebaan,21,Essen,2910
3462703,Hey-endlaan,26,Essen,2910
3462898,Mezendreef,10,Essen,2910
3462973,Hofstraat,81,Essen,2910
3464577,Moerkantsebaan,276,Essen,2910
3464879,Molenstraat,36,Essen,2910
3464888,Klapboomlaan,22,Essen,2910
3465688,Paviljoenweg,28,Essen,2910
3465993,Essendonk,51,Essen,2910
3466413,Velodreef,144,Essen,2910
3466718,Schaapsbaan,41,Essen,2910
3467202,Platanenlaan,12,Essen,2910
3467448,Horendonk,332,Essen,2910
3467522,Suzannalaan,5,Essen,2910
3467725,Eikendreef,34,Essen,2910
3467795,Kleiputtenlaan,46,Essen,2910
3467943,Hondsberg,44,Essen,2910
3467960,Steenovenstraat,48,Essen,2910
3468551,Steenpaal,83,Essen,2910
3469357,Oude Baan,148,Essen,2910
3469763,Nolsebaan,41,Essen,2910
3470280,Eikendreef,24,Essen,2910
3471151,Watermolenstraat,16,Essen,2910
3471287,Beliestraat,37,Essen,2910
3472276,Sint-Jansstraat,102,Essen,2910
3472302,Kalmthoutsesteenweg,218,Essen,2910
3473858,Melkerijstraat,28,Essen,2910
3474266,Korte Leemstraat,37,Essen,2910
3474377,Voorspoedstraat,17,Essen,2910
3475779,Over d'Aa,247,Essen,2910
3475901,Moerkantsebaan,89,Essen,2910
3476161,Heikantstraat,12,Essen,2910
3476454,Molenakkersstraat,53,Essen,2910
3476773,Middenstraat,45,Essen,2910
3476821,Vijverlaan,13,Essen,2910
3476962,Vijverlaan,31,Essen,2910
3477242,Dreveneind,7,Essen,2910
3477526,Hellebloklaan,20,Essen,2910
3477814,Vaartstraat,46,Essen,2910
3478772,Kalmthoutsesteenweg,182,Essen,2910
3478884,Korte Leemstraat,19,Essen,2910
3479191,Distelpad,10,Essen,2910
3480494,Huybergsebaan,12,Essen,2910
3480802,Doornboom,13,Essen,2910
3481204,Vaartkant,8,Essen,2910
3481227,Hondsberg,36,Essen,2910
3481263,Horendonk,295,Essen,2910
3482269,Beliestraat,19,Essen,2910
3482714,Middenstraat,63,Essen,2910
3482992,Sint-Jansstraat,120,Essen,2910
3483041,Hey-endlaan,18,Essen,2910
3483246,Corsicalaan,35,Essen,2910
3483575,Beliestraat,134,Essen,2910
3483610,Beekstraat,29,Essen,2910
3483990,Grensstraat,31,Essen,2910
3484898,Korte Leemstraat,3,Essen,2910
3485227,Smoutebos,17,Essen,2910
3485540,Kloosterstraat,29,Essen,2910
3486523,Vogelkerslaan,46,Essen,2910
3486714,Leemstraat,79,Essen,2910
3488409,Dreef,15,Essen,2910
3488429,Epicealaan,33,Essen,2910
3488569,Rijkmakerlaan,19,Essen,2910
3489980,Zonnedauwlaan,49,Essen,2910
3490538,Zonnedauwlaan,14,Essen,2910
3490674,Moerkantsebaan,131,Essen,2910
3490778,Platanenlaan,8,Essen,2910
3491249,Klaprooslaan,20,Essen,2910
3492264,Maststraat,39,Essen,2910
3492531,Schoolstraat,13,Essen,2910
3492574,Huybergsebaan,30,Essen,2910
3492738,Kalmthoutsesteenweg,164,Essen,2910
3492791,Oude Baan,59,Essen,2910
3492906,Heikantstraat,142,Essen,2910
3493488,Steenovenstraat,135,Essen,2910
3493549,Schelpheuvelstraat,6,Essen,2910
3493688,Heikantlaan,19,Essen,2910
3493798,Achterstraat,3,Essen,2910
3493807,Velodreef,37,Essen,2910
3494002,Albert Yssackersstraat,21,Essen,2910
3495273,Veldweg,64,Essen,2910
3496273,Nieuwstraat,86,Essen,2910
3496420,Nieuwstraat,15,Essen,2910
3496486,Nachtegalendreef,12,Essen,2910
3497122,Beukendreef,6,Essen,2910
3497145,Mertensdreef,9,Essen,2910
3497474,Kleiputtenlaan,9,Essen,2910
3498200,Stationsstraat,65,Essen,2910
3498214,Sint-Jansstraat,25,Essen,2910
3498221,Den Uil,7,Essen,2910
3498906,Burgem. Dierckxsensstraat,26,Essen,2910
3499033,Velodreef,19,Essen,2910
3499088,Begonialaan,11,Essen,2910
3499211,Lijsterdreef,30,Essen,2910
3499598,Spijker,19,Essen,2910
3500221,Achterstraat,37,Essen,2910
3500604,Kortestraat,12,Essen,2910
3500794,Kalmthoutsesteenweg,34,Essen,2910
3500825,Heikantlaan,3,Essen,2910
3500869,Hortensialaan,26,Essen,2910
3501030,Hemelrijkweg,21,Essen,2910
3501053,Heuvelplein,10,Essen,2910
3501171,Kleine Veldweg,1,Essen,2910
3501217,Heikantstraat,83,Essen,2910
3501349,Suzannalaan,16,Essen,2910
3503720,Dreef,33,Essen,2910
3504070,Beliestraat,116,Essen,2910
3504185,Koekoekstraat,11,Essen,2910
3504671,Kalmthoutsesteenweg,87,Essen,2910
3505090,Oude Baan,24,Essen,2910
3505135,Frans Noldusplein,4,Essen,2910
3505337,Heikantstraat,30,Essen,2910
3505404,Rijkmakerlaan,37,Essen,2910
3505405,Rijkmakerlaan,3,Essen,2910
3506431,Velodreef,208,Essen,2910
3506662,Kerkstraat,57,Essen,2910
3507126,Hey-endlaan,7,Essen,2910
3507330,Nollekensstraat,52,Essen,2910
3507963,Elzendreef,5,Essen,2910
3508092,Smeyerspad,9,Essen,2910
3508238,Nieuwe Heikant,15,Essen,2910
3508580,Zonnedauwlaan,22,Essen,2910
3509043,Leemputten,11,Essen,2910
3509165,Sint-Jansstraat,68,Essen,2910
3509198,Lazaret,16,Essen,2910
3509753,Elshoutlaan,33,Essen,2910
3509803,Kraaienberg,116,Essen,2910
3509906,Magerbeek,18,Essen,2910
3510541,Velodreef,65,Essen,2910
3510773,Heikantvenstraat,64,Essen,2910
3510979,Steenpaal,12,Essen,2910
3510994,Moerkantsebaan,251,Essen,2910
3511151,Handelsstraat,39,Essen,2910
3511441,Heuvelplein,17,Essen,2910
3511587,Nolsebaan,94,Essen,2910
3511679,Rodenbachlaan,26,Essen,2910
3512821,Elshoutlaan,15,Essen,2910
3513009,Kraaienberg,12,Essen,2910
3513019,Horendonk,350,Essen,2910
3513820,Over d'Aa,157,Essen,2910
3515481,Buntweg,32,Essen,2910
3516833,Kalmthoutsesteenweg,290,Essen,2910
3517186,Kievitstraat,2,Essen,2910
3517420,Marterlaan,2,Essen,2910
3517501,Steenpaal,20,Essen,2910
3517706,Steenovenstraat,74,Essen,2910
3518004,Stationsstraat,1,Essen,2910
3518031,Den Uil,18,Essen,2910
3518240,Vogelweide,1,Essen,2910
3518830,Tichelrei,15,Essen,2910
3519033,Schelpheuvelstraat,45,Essen,2910
3519561,Vissenheuvel,25,Essen,2910
3519634,Kraaienberg,20,Essen,2910
3520653,Leemstraat,97,Essen,2910
3520958,Nieuwmoersesteenweg,52,Essen,2910
3521916,Postbaan,35,Essen,2910
3522802,Steenovenstraat,28,Essen,2910
3522814,Collegelaan,10,Essen,2910
3523164,Beliestraat,91,Essen,2910
3523212,Steenovenstraat,92,Essen,2910
3523396,Postbaan,17,Essen,2910
3523416,Noordeneind,16,Essen,2910
3523796,Cardijnstraat,18,Essen,2910
3524440,Guido Gezellelaan,10,Essen,2910
3524849,Hofstraat,17,Essen,2910
3524953,Elshoutlaan,25,Essen,2910
3525007,Elf-Novemberstraat,15,Essen,2910
3525039,Postbaan,47,Essen,2910
3525068,Schelpheuvelstraat,63,Essen,2910
3525590,Zwartven,17,Essen,2910
3525639,Lijsterdreef,1,Essen,2910
3526180,Boterpotlaan,43,Essen,2910
3526389,Vossenboslaan,65,Essen,2910
3527589,Heiblok,65,Essen,2910
3527791,Vijverlaan,41,Essen,2910
3528590,Paviljoenweg,21,Essen,2910
3528620,Sint-Jansstraat,198,Essen,2910
3528721,Kerkstraat,67,Essen,2910
3529250,Nieuwe Heikant,25,Essen,2910
3529640,Molenstraat,9,Essen,2910
3530220,Vaartstraat,11,Essen,2910
3530455,Hendrik Consciencelaan,43,Essen,2910
3531007,Vossenboslaan,12,Essen,2910
3531061,Nolsebaan,120,Essen,2910
3531593,Kalmthoutsesteenweg,272,Essen,2910
3531894,Beliestraat,20,Essen,2910
3532496,Groenlaan,22,Essen,2910
3532850,Moerkantsebaan,215,Essen,2910
3532898,Vossenboslaan,83,Essen,2910
3533043,Kerkstraat,32,Essen,2910
3533189,Antwerpsesteenweg,28A,Essen,2910
3533575,Heiblok,83,Essen,2910
3533616,Kalmthoutsesteenweg,189,Essen,2910
3534236,Steenovenstraat,163,Essen,2910
3534412,Kleine Horendonk,26,Essen,2910
3535255,Hemelrijklaan,47,Essen,2910
3535392,Heikantvenstraat,21,Essen,2910
3536815,Achterstraat,73,Essen,2910
3537054,Klapboomlaan,14,Essen,2910
3538053,Moerkantsebaan,54,Essen,2910
3538601,Schanker,18,Essen,2910
3538800,Melkerijstraat,11,Essen,2910
3538806,Voetberglaan,2,Essen,2910
3539119,Schelpheuvelstraat,17,Essen,2910
3539377,Laaglandstraat,4,Essen,2910
3539523,Over d'Aa,122,Essen,2910
3539770,Nolsebaan,31,Essen,2910
3539806,Verbindingsstraat,51,Essen,2910
3539891,Cardijnstraat,36,Essen,2910
3540040,Sint-Jansstraat,109,Essen,2910
3540239,Spijker,91,Essen,2910
3540554,Nieuwmoersesteenweg,87,Essen,2910
3541095,Stationsstraat,114,Essen,2910
3541291,Larikslaan,27,Essen,2910
3542137,Eekhoornlaan,47,Essen,2910
3542697,Eekhoornlaan,53,Essen,2910
3543241,Leemstraat,62,Essen,2910
3543329,Vleetweg,3,Essen,2910
3543466,Sint-Jansstraat,127,Essen,2910
3543815,Vredestraat,10,Essen,2910
3544578,Velodreef,91,Essen,2910
3544616,Zandfort,5,Essen,2910
3544927,Steenovenstraat,145,Essen,2910
3545283,Beliestraat,144,Essen,2910
3545800,Kloosterstraat,12,Essen,2910
3546189,Moerkantsebaan,138,Essen,2910
3547294,Hemelrijklaan,71,Essen,2910
3547329,Korte Leemstraat,20,Essen,2910
3547533,Moerkantsebaan,233,Essen,2910
3548003,Achterstraat,55,Essen,2910
3548122,Den Uil,36,Essen,2910
3549027,Molenstraat,44,Essen,2910
3549159,Spijker,20,Essen,2910
3549501,Varenlaan,8,Essen,2910
3550240,Zonnedauwlaan,60,Essen,2910
3551513,Nollekensstraat,36,Essen,2910
3551769,Antwerpsesteenweg,48,Essen,2910
3552707,Stationsstraat,40,Essen,2910
3552978,Nachtegalendreef,29,Essen,2910
3553502,Spijker,55,Essen,2910
3553773,Vossenboslaan,8,Essen,2910
3553981,Velodreef,20,Essen,2910
3554062,Maststraat,57,Essen,2910
3554535,Nieuwstraat,61,Essen,2910
3554623,Sint-Jansstraat,43,Essen,2910
3554836,Veldweg,28,Essen,2910
3555131,Steenovenstraat,56,Essen,2910
3555236,Albert Yssackersstraat,38,Essen,2910
3555601,Oude Baan,223,Essen,2910
3555915,Mereldreef,5,Essen,2910
3556921,Nolsebaan,171,Essen,2910
3557076,Hey-endlaan,24,Essen,2910
3557751,Mezendreef,12,Essen,2910
3557920,Baertshoek,27,Essen,2910
3558765,Struisven,44,Essen,2910
3559132,Vogelkerslaan,4,Essen,2910
3559374,Molenstraat,34,Essen,2910
3560032,Stationsstraat,149,Essen,2910
3560085,Over d'Aa,68,Essen,2910
3560942,Eikenblok,28,Essen,2910
3561367,Eikendreef,36,Essen,2910
3562876,Heikantstraat,57,Essen,2910
3562947,Horendonk,330,Essen,2910
3563361,Stationsstraat,167,Essen,2910
3563586,Suzannalaan,3,Essen,2910
3563854,Moerkantsebaan,70,Essen,2910
3564022,Klapboomlaan,8,Essen,2910
3564599,Velodreef,182,Essen,2910
3565220,Donkweg,101,Essen,2910
3565660,Heiblok,50,Essen,2910
3565759,Hemelrijklaan,25,Essen,2910
3565993,Lijsterdreef,6,Essen,2910
3567238,Valkstraat,20,Essen,2910
3567241,Kalmthoutsesteenweg,62,Essen,2910
3567253,Grensstraat,21,Essen,2910
3567564,Vossenboslaan,50,Essen,2910
3567687,Magerbeek,21,Essen,2910
3567891,Nolsebaan,2,Essen,2910
3568227,Rijkmakerlaan,42,Essen,2910
3568263,Nieuwstraat,81,Essen,2910
3568821,Heikantstraat,6,Essen,2910
3570345,Stationsstraat,185,Essen,2910
3570433,Wasbrug,14,Essen,2910
3570769,Schuurblok,1,Essen,2910
3570963,Larikslaan,8,Essen,2910
3571327,Sint-Antoniusplein,18,Essen,2910
3571442,Rodenbachlaan,59,Essen,2910
3571560,Spechtendreef,7,Essen,2910
3571905,Kammenstraat,10,Essen,2910
3572668,Oude Baan,168,Essen,2910
3572778,Heikantlaan,42,Essen,2910
3572871,Velodreef,60,Essen,2910
3573064,Heidelaan,7,Essen,2910
3573124,Huybergsebaan,6,Essen,2910
3573388,Epicealaan,27,Essen,2910
3573633,Kleiputtenlaan,13,Essen,2910
3574048,Hendrik Consciencelaan,35,Essen,2910
3574895,Handelsstraat,20,Essen,2910
3574925,Nieuwstraat,45,Essen,2910
3574955,Leemstraat,80,Essen,2910
3575081,Kammenstraat,114,Essen,2910
3575367,Vredestraat,1,Essen,2910
3575380,Kleiputtenlaan,31,Essen,2910
3575512,Zonnedauwlaan,37,Essen,2910
3575747,Leemstraat,34,Essen,2910
3576162,Moerkantsebaan,203,Essen,2910
3576170,Burgemeester Kenisstraat,3,Essen,2910
3576200,Nieuwmoersesteenweg,79,Essen,2910
3576618,Horendonk,312,Essen,2910
3576881,Stationsstraat,204,Essen,2910
3576927,Doornboom,9,Essen,2910
3577192,Over d'Aa,124,Essen,2910
3577502,Zonnedauwlaan,19,Essen,2910
3577521,Rooiendamlaan,15,Essen,2910
3577603,Lazaret,7,Essen,2910
3577811,Rooiendamlaan,1,Essen,2910
3577884,Nieuwstraat,27,Essen,2910
3578380,Molenstraat,16,Essen,2910
3578778,Hendrik Consciencelaan,17,Essen,2910
3579498,Dreef,27,Essen,2910
3579936,Rijkmakerlaan,14,Essen,2910
3580133,Moerkantsebaan,256,Essen,2910
3580758,Over d'Aa,170,Essen,2910
3581830,Spijker,14,Essen,2910
3582099,Vossenboslaan,39,Essen,2910
3582291,Kalmthoutsesteenweg,226,Essen,2910
3582414,Platanenlaan,32,Essen,2910
3582623,Greefstraat,5,Essen,2910
3582770,Wolfsheuvel,12,Essen,2910
3582894,Boterpotlaan,17,Essen,2910
3582904,Den Uil,11,Essen,2910
3583086,Oude Baan,18,Essen,2910
3583518,Sint-Jansstraat,181,Essen,2910
3583573,Heikantlaan,60,Essen,2910
3583999,Moerkantsebaan,143,Essen,2910
3584448,Vaartstraat,4,Essen,2910
3584631,Hofstraat,43,Essen,2910
3584966,Horendonk,283,Essen,2910
3585095,Horendonk,347,Essen,2910
3585580,Olympialaan,17,Essen,2910
3586176,Jachthoornlaan,30,Essen,2910
3586479,Kalmthoutsesteenweg,26,Essen,2910
3586620,Verbindingsstraat,11,Essen,2910
3587439,Kalmthoutsesteenweg,172,Essen,2910
3587568,Beylestraat,16,Essen,2910
3587879,Molenakkersstraat,43,Essen,2910
3588166,Essendonk,38,Essen,2910
3590660,Steenovenstraat,41,Essen,2910
3590714,Kalmthoutsesteenweg,190,Essen,2910
3591290,Beliestraat,42,Essen,2910
3592048,Eikenblok,5,Essen,2910
3592169,Nieuwmoersesteenweg,123,Essen,2910
3592846,Stationsstraat,239,Essen,2910
3593748,Albert Yssackersstraat,13,Essen,2910
3593825,Kalmthoutsesteenweg,208,Essen,2910
3593994,Moerkantsebaan,274,Essen,2910
3594382,Moerkantsebaan,24,Essen,2910
3594514,Rietstraat,7,Essen,2910
3594695,Heikantvenstraat,41,Essen,2910
3595514,Korte Leemstraat,5,Essen,2910
3595539,Nolsebaan,28,Essen,2910
3596725,Holleweg,7,Essen,2910
3597076,Kammenstraat,71,Essen,2910
3597343,Kalmthoutsesteenweg,144,Essen,2910
3597596,Stationsstraat,85,Essen,2910
3599802,Moerkantsebaan,95,Essen,2910
3600326,Achterstraat,67,Essen,2910
3601620,Kloosterstraat,57,Essen,2910
3601984,Kalmthoutsesteenweg,126,Essen,2910
3602168,Moerkantsebaan,9,Essen,2910
3603053,Smoutebos,12,Essen,2910
3603449,Nolsebaan,56,Essen,2910
3603582,Platanenlaan,42,Essen,2910
3603605,Heikantstraat,139,Essen,2910
3604359,Middenstraat,61,Essen,2910
3604478,Nollekensstraat,70,Essen,2910
3604760,Bredestraat,5,Essen,2910
3605171,Larikslaan,15,Essen,2910
3605182,Moerkantsebaan,133,Essen,2910
3605431,Baertshoek,10,Essen,2910
3605954,Essendonk,56,Essen,2910
3606685,Beliestraat,121,Essen,2910
3606703,Molenakkersstraat,25,Essen,2910
3606827,Spoorwegstraat,5,Essen,2910
3607413,Visserij,16,Essen,2910
3607892,Moerkantsebaan,238,Essen,2910
